,DBN,School Name,Percent Female,Percent Male,Percent Neither Female nor Male,Percent English Language Learners,Percent Students with IEPs,Economic Need Index,Percent HRA Eligible,Teacher Percent - White,Percentage of Students Enrolled in an AP Course,Percentage of Students Enrolled in an Advanced Math or Science Course,Percentage of Students Enrolled in a College Credited Course,Percentage of Students Enrolled in Any Advanced Course,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Percent of Students Chronically Absent,Teacher Attendance Rate,Metric Value - Average Regents Score - English,Metric Value - College and Career Preparatory Course Index,Metric Value - College Persistence,Rigorous Instruction - Element Score,Collaborative Teachers - Element Score,Supportive Environment - Element Score,Effective School Leadership - Element Score,Strong Family-Community Ties - Element Score,Trust - Element Score,Student Survey Response Rate,Teacher Survey Response Rate,Parent Survey Response Rate,zip code,Percent No High School (25+),Percent Bachelor's Degree or Higher (25+),Percent Language Other Than English at Home,Percent Population with Disabilities,Percent Foreign-Born Population,Percent Households with Broadband Internet,Percent Households on SNAP/Food Stamps,Graduation Rate,Student Percent - Black and Hispanic,Student Percent - Other,District,Borough,Percent College Ready based on SAT Math,Average Grade 8 Proficiency,CLEP_enrolled,IB_enrolled,NYCPS_college_prep_enrolled,Took_ACT,college_persistence_ranking,log_dropout_rate,log_temp_housing,log_percent_overage,log_enrollment,log_nearby_student_distance,log_household_income
36,02M422,quest to learn,0.35,0.65,0.0,0.036,0.303,0.717,0.65,0.654,0.137,0.329,0.0,0.43,1.9,0.846,0.528,0.941,0.00687,0.494,0.451,3.01,3.25,3.42,3.08,3.09,3.15,0.62,0.92,0.37,10011.0,0.019,0.789,0.198,0.099,0.203,0.944,0.05,0.8565,0.696,0.274,2,Manhattan,0.176,2.605,0.0,0.0,0.0,1.0,Medium,0.08204071033620941,0.10975086395911929,0.04974209189481401,5.627621113690637,1.547562508716013,11.890916596077638
37,02M425,leadership and public service high school,0.585,0.415,0.0,0.058,0.137,0.826,0.733,0.35,0.231,0.538,0.137,0.664,12.2,0.75,0.581,0.953,0.00732,0.893,0.478,2.47,2.95,3.68,2.98,3.46,3.12,0.66,1.0,0.11,10006.0,0.0,0.843,0.254,0.016,0.291,0.962,0.0,0.861,0.845,0.134,2,Manhattan,0.107,2.79,0.0,0.0,0.0,0.0,Medium,0.026641930946421092,0.128393214768399,0.03922071315328133,5.627621113690637,2.174751721484161,12.228689935395582
38,02M427,manhattan academy for arts & language,0.502,0.498,0.0,0.714,0.065,0.0,0.722,0.333,0.161,0.222,0.0,0.294,13.2,0.8,0.621,0.961,0.00686,0.519,0.177,4.39,4.37,3.86,4.73,3.51,3.82,0.66,1.0,0.51,10016.0,0.012,0.8190000000000001,0.299,0.06,0.262,0.942,0.034,0.759,0.951,0.044,2,Manhattan,0.077,2.085,0.0,0.0,0.0,0.0,Low,0.06391332574365285,0.3756929497744942,0.19721016928770524,5.517452896464708,1.7749523509116738,11.890436815396741
39,02M432,murray hill academy,0.485,0.515,0.0,0.034,0.198,0.777,0.709,0.6,0.447,0.338,0.0,0.511,3.6,1.0,0.633,0.975,0.00794,0.277,0.453,4.83,4.79,3.85,4.38,3.05,3.4,0.69,0.8,0.11,10016.0,0.012,0.8190000000000001,0.299,0.06,0.262,0.942,0.034,0.8614999999999999,0.738,0.249,2,Manhattan,0.106,2.9000000000000004,0.0,0.0,0.0,0.0,Medium,0.07557118684707403,0.0962188577405429,0.03343477608623742,5.472270673671475,2.0014800002101243,11.890436815396741
40,02M437,hudson high school of learning technologies,0.326,0.674,0.0,0.053,0.211,0.796,0.696,0.556,0.52,0.163,0.159,0.595,4.2,0.722,0.558,0.969,0.00701,0.643,0.385,3.4736402569593148,3.612055674518201,2.84,3.56,3.442935982339956,3.45,0.81,0.84,0.06,10011.0,0.019,0.789,0.198,0.099,0.203,0.944,0.05,0.9015,0.8679999999999999,0.128,2,Manhattan,0.117,2.74,0.0,0.0,0.0,1.0,Medium,0.04926624130291805,0.10885440491208206,0.06391332574365285,5.429345628954441,2.028148247292285,11.890916596077638
41,02M438,international high school at union square,0.447,0.553,0.0,0.932,0.024,0.0,0.574,0.577,0.0,0.418,0.129,0.453,8.1,0.808,0.512,0.956,0.00604,0.284,0.277,3.53,3.71,3.63,3.7,3.22,4.15,0.86,0.81,0.52,10003.0,0.027,0.82,0.2189999999999999,0.067,0.193,0.94,0.036,0.865,0.865,0.13,2,Manhattan,0.049,2.035,0.0,0.0,0.0,0.0,Low,0.071389996086673,0.34074879338847325,0.2554171118645054,5.831882477283517,1.8405496333974871,11.93730391618969
42,02M439,manhattan village academy,0.549,0.451,0.0,0.028,0.209,0.63,0.505,0.633,0.572,0.519,0.021,0.705,4.1,1.0,0.198,0.961,0.00832,0.946,0.798,4.57,3.58,4.18,2.21,3.06,3.15,0.46,0.81,0.3,10010.0,0.01,0.804,0.233,0.066,0.214,0.934,0.059,0.996,0.714,0.277,2,Manhattan,0.521,3.355,0.0,0.0,0.0,1.0,High,0.007968169649176881,0.07603468627599758,0.02273948696948934,6.066108090103747,2.0149030205422647,11.920315386103356
43,02M449,vanguard high school,0.5,0.5,0.0,0.054,0.237,0.813,0.737,0.412,0.07,0.272,0.115,0.359,4.1,0.735,0.678,0.943,0.0070999999999999,0.488,0.379,3.57,3.74,3.51,3.55,3.97,3.7,0.61,0.8,0.16,10065.0,0.013,0.857,0.291,0.094,0.275,0.926,0.017,0.827,0.864,0.126,2,Manhattan,0.073,2.585,0.0,0.0,0.0,0.0,Medium,0.045928931888399735,0.0962188577405429,0.05921185963184603,6.056784013228625,1.5260563034950492,11.972101941566892
44,02M459,manhattan international high school,0.48,0.52,0.0,0.774,0.034,0.931,0.606,0.333,0.154,0.693,0.0,0.712,11.1,0.833,0.413,0.966,0.00619,0.281,0.397,4.52,4.24,4.2,4.7,3.94,4.14,0.83,1.0,0.53,10065.0,0.013,0.857,0.291,0.094,0.275,0.926,0.017,0.728,0.76,0.241,2,Manhattan,0.063,2.165,0.0,0.0,0.0,0.0,Medium,0.047360571359837574,0.18315454309784654,0.25075871834718305,5.883322388488279,1.547562508716013,11.972101941566892
45,02M475,stuyvesant high school,0.451,0.549,0.0,0.001,0.013,0.43,0.351,0.62,0.684,0.569,0.0,0.823,3.1,0.956,0.065,0.964,0.00943,0.993,0.956,4.03,3.21,4.24,3.64,3.09,3.68,0.87,0.77,0.53,10282.0,0.005,0.8009999999999999,0.213,0.066,0.1889999999999999,0.963,0.016,0.995,0.061,0.901,2,Manhattan,0.974,4.27,0.0,0.0,0.0,1.0,High,0.0009995003330834232,0.02273948696948934,0.0009995003330834232,8.111328003286733,2.104134154270207,12.429224196812385
46,02M489,high school of economics and finance,0.45,0.55,0.0,0.031,0.165,0.762,0.684,0.596,0.263,0.353,0.0,0.509,16.2,0.809,0.286,0.959,0.00794,0.617,0.603,3.6,3.48,3.81,3.85,2.02,2.86,0.74,0.67,0.11,10006.0,0.0,0.843,0.254,0.016,0.291,0.962,0.0,0.918,0.684,0.305,2,Manhattan,0.283,3.045,0.0,0.0,0.0,0.0,Medium,0.015873349156290163,0.09893994785490366,0.025667746748577813,6.523562306149512,2.1162555148025524,12.228689935395582
47,02M500,unity center for urban technologies,0.402,0.598,0.0,0.066,0.168,0.848,0.787,0.4305543710021322,0.807,0.566,0.0,0.857,16.1,0.882,0.411,0.941,0.00758,0.921,0.525,3.57,4.17,3.92,4.16,4.07,4.44,0.87,0.89,0.91,10016.0,0.012,0.8190000000000001,0.299,0.06,0.262,0.942,0.034,0.951,0.763,0.22,2,Manhattan,0.127,2.7750000000000004,0.0,0.0,0.0,0.0,Medium,0.005484930230569745,0.15529288440603525,0.04018178963283176,5.501258210544727,2.054123733695546,11.890436815396741
48,02M507,urban assembly gateway school for technology,0.176,0.824,0.0,0.045,0.275,0.716,0.624,0.474,0.261,0.52,0.0,0.56,6.1,0.737,0.4,0.949,0.00716,0.883,0.6,4.3,3.64,3.99,2.49,4.25,3.6,0.94,0.78,0.47,10019.0,0.016,0.768,0.335,0.131,0.331,0.906,0.095,0.954,0.8069999999999999,0.188,2,Manhattan,0.265,2.9450000000000003,0.0,0.0,0.0,0.0,Medium,0.00224747254047937,0.10255658832509215,0.023716526617316065,6.05443934626937,1.7404661748405046,11.638112137059187
49,02M519,talent unlimited high school,0.711,0.289,0.0,0.018,0.156,0.552,0.447,0.571,0.922,0.429,0.0,0.975,3.9,0.886,0.501,0.947,0.0076099999999999,0.907,0.7,3.43,3.27,3.34,3.5,3.55,3.81,0.46,0.79,0.29,10065.0,0.013,0.857,0.291,0.094,0.275,0.926,0.017,0.977,0.759,0.206,2,Manhattan,0.315,3.115,0.0,0.0,0.0,1.0,High,0.006975613736425138,0.04879016416943205,0.013902905168991434,6.07993319509559,1.9315214116032138,11.972101941566892
50,02M520,murry bergtraum high school for business careers,0.539,0.461,0.0,0.02,0.118,0.811,0.735,0.333,0.657,0.529,0.157,0.735,3.9,0.933,0.6,0.947,0.00732,0.6569582463465553,0.476,2.83,3.51,3.5770989010989007,3.28,4.05,3.81,0.17,0.93,0.3,10038.0,0.099,0.608,0.376,0.09,0.265,0.872,0.176,0.81,0.873,0.1169999999999999,2,Manhattan,0.075,2.685,0.0,0.0,0.0,0.0,Medium,0.07417939817425147,0.14583044821153954,0.06672363204290813,4.634728988229636,1.9315214116032138,11.509339041434808
51,02M529,jacqueline kennedy onassis high school,0.595,0.405,0.0,0.061,0.211,0.807,0.704,0.35,0.842,0.599,0.061,0.887,4.1,0.8,0.562,0.97,0.0068,0.596,0.385,2.31,3.57,3.33,3.6,3.81,3.8,0.75,0.96,0.15,10036.0,0.033,0.6709999999999999,0.362,0.149,0.309,0.862,0.1159999999999999,0.8355,0.871,0.129,2,Manhattan,0.106,2.79,0.0,0.0,0.0,0.0,Medium,0.15700374880966467,0.14323416808590772,0.06672363204290813,5.5134287461649825,2.0149030205422647,11.535547643006508
52,02M531,repertory company high school for theatre arts,0.778,0.213,0.009,0.013,0.24,0.575,0.48,0.667,0.404,0.462,0.129,0.662,7.7,0.667,0.476,0.975,0.00722,0.941,0.579,3.42,3.46,3.05,3.46,3.88,3.59,0.5,0.89,0.25,10036.0,0.033,0.6709999999999999,0.362,0.149,0.309,0.862,0.1159999999999999,0.9825,0.76,0.226,2,Manhattan,0.254,3.21,0.0,0.0,0.0,0.0,Medium,0.0,0.0769610411361284,0.026641930946421092,5.420534999272286,2.1162555148025524,11.535547643006508
53,02M533,union square academy for health sciences,0.711,0.289,0.0,0.057,0.143,0.835,0.772,0.382,0.522,0.349,0.029,0.596,11.2,0.765,0.207,0.96,0.00762,0.94,0.659,4.3,4.04,4.06,3.86,1.77,2.86,0.62,0.69,0.77,10003.0,0.027,0.82,0.2189999999999999,0.067,0.193,0.94,0.036,0.939,0.778,0.206,2,Manhattan,0.109,2.96,0.0,0.0,0.0,0.0,Medium,0.01636535408626423,0.08434114843375096,0.01291622526654623,6.124683390894205,1.9740810260220096,11.93730391618969
54,02M534,harvest collegiate high school,0.53,0.47,0.0,0.058,0.239,0.735,0.67,0.395,0.254,0.528,0.003,0.772,10.7,0.842,0.557,0.929,0.00726,0.661,0.645,3.28,3.78,3.79,3.9,3.87,3.7,0.38,0.8,0.16,10011.0,0.019,0.789,0.198,0.099,0.203,0.944,0.05,0.896,0.774,0.185,2,Manhattan,0.167,2.785,0.0,0.0,1.0,1.0,Medium,0.01980262729617973,0.10616019582839072,0.02955880224154443,5.978885764901121,1.8718021769015913,11.890916596077638
55,02M542,manhattan bridges high school,0.454,0.546,0.0,0.382,0.105,0.922,0.808,0.242,0.424,0.258,0.002,0.515,4.7,0.849,0.309,0.959,0.00704,0.991,0.717,4.84,4.42,4.2,3.92,3.92,4.02,0.68,0.83,0.31,10019.0,0.016,0.768,0.335,0.131,0.331,0.906,0.095,0.9525,0.998,0.0,2,Manhattan,0.248,2.575,0.0,0.0,0.0,0.0,High,0.033918218203460644,0.18647956694261839,0.036331929247390204,6.129050210060545,2.0014800002101243,11.638112137059187
56,02M543,new design high school,0.69,0.31,0.0,0.042,0.267,0.878,0.813,0.702,0.203,0.225,0.0,0.345,20.2,0.872,0.532,0.966,0.00686,0.271,0.38,3.77,3.58,3.93,3.93,2.89,3.79,0.62,0.8,0.23,10002.0,0.162,0.381,0.53,0.13,0.381,0.7609999999999999,0.34,0.926,0.895,0.093,2,Manhattan,0.06,2.615,0.0,0.0,0.0,0.0,Medium,0.06062462181643484,0.11778303565638346,0.03246719013750141,6.1092475827643655,2.0014800002101243,10.677361821912017
57,02M545,high school for dual language and asian studies,0.501,0.499,0.0,0.113,0.054,0.754,0.67,0.304,0.402,0.466,0.113,0.633,2.1,0.652,0.05,0.984,0.00759,1.0,0.869,3.39,2.29,3.73,3.26,3.442935982339956,3.45,0.99,0.35,0.11,10002.0,0.162,0.381,0.53,0.13,0.381,0.7609999999999999,0.34,0.989,0.045,0.947,2,Manhattan,0.94,3.67,0.0,0.0,0.0,1.0,High,0.0,0.12133228516752496,0.01291622526654623,5.924255797414531,1.8082887711792657,10.677361821912017
58,02M546,academy for software engineering,0.16,0.84,0.0,0.07,0.245,0.83,0.76,0.5,0.473,0.313,0.0,0.629,6.0,0.813,0.517,0.947,0.00718,0.414,0.622,3.55,3.83,3.61,4.36,2.39,3.38,0.7,0.94,0.25,10003.0,0.027,0.82,0.2189999999999999,0.067,0.193,0.94,0.036,0.937,0.765,0.2159999999999999,2,Manhattan,0.263,2.885,0.0,0.0,0.0,0.0,Medium,0.02955880224154443,0.142367241286922,0.04018178963283176,6.023447592961033,2.0014800002101243,11.93730391618969
59,02M551,urban assembly new york harbor school,0.331,0.667,0.002,0.03,0.272,0.588,0.51,0.659,0.181,0.482,0.018,0.573,8.2,0.878,0.355,0.955,0.00792,0.657,0.492,2.3,2.66,3.83,3.75,3.77,3.49,0.75,0.86,0.31,10004.0,0.004,0.945,0.228,0.023,0.204,0.994,0.0,0.9365,0.617,0.336,2,Manhattan,0.296,2.925,0.0,0.0,0.0,0.0,Medium,0.035367143837291344,0.04688358589885046,0.009950330853168092,6.208590026096629,1.7578579175523736,12.356834733416362
60,02M580,richard r. green high school of teaching,0.625,0.375,0.0,0.031,0.163,0.681,0.603,0.727,0.366,0.308,0.0,0.452,6.1,0.909,0.353,0.963,0.00764,0.384,0.523,3.25,3.38,3.79,3.69,3.74,4.16,0.72,0.78,0.28,10004.0,0.004,0.945,0.228,0.023,0.204,0.994,0.0,0.8915,0.646,0.3229999999999999,2,Manhattan,0.089,3.01,0.0,0.0,0.0,1.0,Medium,0.054961558073974334,0.09075436326846413,0.03343477608623742,5.786897381366708,1.916922612182061,12.356834733416362
61,02M600,the high school of fashion industries,0.875,0.125,0.0,0.035,0.193,0.776,0.7,0.589,0.148,0.282,0.022,0.395,13.1,0.777,0.372,0.96,0.00778,0.876,0.578,3.88,4.35,3.84,3.82,3.41,3.79,0.81,0.93,0.18,10011.0,0.019,0.789,0.198,0.099,0.203,0.944,0.05,0.9265,0.881,0.098,2,Manhattan,0.092,2.95,0.0,0.0,0.0,1.0,Medium,0.05188062187698888,0.1115413747329073,0.014888612493750559,7.382124365737512,2.1162555148025524,11.890916596077638
62,02M605,humanities preparatory academy,0.514,0.486,0.0,0.054,0.237,0.69,0.591,0.476,0.323,0.564,0.0,0.724,11.1,0.857,0.416,0.952,0.00799,0.404,0.533,4.08,4.87,3.92,4.22,3.57,4.17,0.5,0.91,0.13,10011.0,0.019,0.789,0.198,0.099,0.203,0.944,0.05,0.9535,0.681,0.28,2,Manhattan,0.193,3.04,0.0,0.0,0.0,0.0,Medium,0.0,0.11064652008706365,0.03052920503482279,5.552959584921617,1.9600947840472696,11.890916596077638
63,02M615,chelsea career and technical education high school,0.313,0.687,0.0,0.047,0.27,0.806,0.737,0.441,0.344,0.424,0.128,0.63,6.1,0.941,0.454,0.959,0.00732,0.672,0.491,3.15,3.03,3.26,2.9,3.36,3.55,0.67,0.82,0.19,10013.0,0.059,0.705,0.341,0.0819999999999999,0.31,0.892,0.122,0.953,0.811,0.182,2,Manhattan,0.088,2.705,0.0,0.0,0.0,0.0,Medium,0.005484930230569745,0.09257918129309317,0.018821754240587667,6.0473721790462776,2.0794415416798357,11.922887115130283
64,02M630,art and design high school,0.666,0.333,0.001,0.012,0.234,0.491,0.406,0.602,0.359,0.402,0.08,0.613,4.1,0.908,0.347,0.963,0.00818,0.96,0.581,3.12,3.15,3.2,3.4,3.67,3.3,0.64,0.83,0.39,10019.0,0.016,0.768,0.335,0.131,0.331,0.906,0.095,0.961,0.546,0.372,2,Manhattan,0.301,3.3,0.0,0.0,0.0,1.0,Medium,0.004987541511038968,0.04783732941416006,0.01291622526654623,7.289610521451168,1.9021075263969203,11.638112137059187
65,02M655,the high school for climate justice,0.482,0.518,0.0,0.084,0.242,0.901,0.832,0.556,0.406,0.181,0.0,0.442,8.2,0.889,0.646,0.95,0.0070599999999999,0.701,0.39,2.39,3.94,2.84,4.21,3.06,3.9,0.82,1.0,0.21,10128.0,0.021,0.768,0.296,0.122,0.239,0.935,0.063,0.878,0.781,0.142,2,Manhattan,0.045,2.4850000000000003,0.0,0.0,0.0,0.0,Medium,0.12486898204586927,0.1823215567939546,0.071389996086673,5.739792912179234,0.9555114450274365,11.829588502845098
66,03M291,west end secondary school,0.53,0.47,0.0,0.02,0.201,0.293,0.211,0.686,0.987,0.17,0.0,0.987,8.2,0.804,0.257,0.96,0.00844,0.978,0.4853171247357294,4.72,3.2,3.91,2.26,3.84,3.11,0.63,0.92,0.45,10023.0,0.008,0.8320000000000001,0.276,0.087,0.254,0.944,0.046,1.0,0.323,0.637,3,Manhattan,0.494,3.365,0.0,0.0,0.0,1.0,Medium,0.0,0.042101176018635326,0.009950330853168092,5.978885764901121,0.9932517730102836,11.928136262531892
67,03M299,the maxine greene hs for imaginative inquiry,0.418,0.582,0.0,0.155,0.318,0.912,0.845,0.429,0.182,0.236,0.0,0.373,18.2,0.929,0.748,0.954,0.00682,0.725,0.283,2.34,3.41,3.0,3.56,4.07,2.72,0.48,0.71,0.07,10023.0,0.008,0.8320000000000001,0.276,0.087,0.254,0.944,0.046,0.827,0.936,0.054,3,Manhattan,0.025,2.435,0.0,0.0,0.0,0.0,Low,0.1505728584793744,0.16720791898390638,0.1275133202989597,4.709530201312334,1.7578579175523736,11.928136262531892
68,03M307,"urban assembly school for media studies, the",0.505,0.495,0.0,0.063,0.197,0.816,0.74,0.567,0.978,0.348,0.0,0.978,14.7,0.733,0.691,0.959,0.0058499999999999,0.902,0.449,3.76,4.18,3.35,3.76,4.1,3.72,0.79,1.0,0.21,10023.0,0.008,0.8320000000000001,0.276,0.087,0.254,0.944,0.046,0.928,0.934,0.059,3,Manhattan,0.056,2.615,0.0,0.0,0.0,0.0,Medium,0.04401688541677426,0.16211884947643512,0.045928931888399735,5.768320995793772,1.9021075263969203,11.928136262531892
69,03M402,the urban assembly school for green careers,0.417,0.583,0.0,0.107,0.235,0.888,0.824,0.69,0.0,0.368,0.081,0.397,4.1,0.552,0.649,0.97,0.00679,0.488,0.413,3.94,3.31,3.09,3.1,1.79,2.28,0.89,0.54,0.87,10024.0,0.025,0.828,0.248,0.09,0.215,0.947,0.037,0.9305,0.945,0.0559999999999999,3,Manhattan,0.062,2.66,0.0,0.0,0.0,0.0,Medium,0.04401688541677426,0.11689375147149943,0.03825871211709027,5.730099782973574,1.6863989535702286,12.025719150830918
70,03M403,the global learning collaborative,0.546,0.452,0.002,0.111,0.205,0.876,0.817,0.559,0.459,0.393,0.02,0.635,11.1,0.941,0.625,0.966,0.00643,0.404,0.42,3.25,4.31,3.62,3.97,3.04,4.02,0.6,0.92,0.5,10024.0,0.025,0.828,0.248,0.09,0.215,0.947,0.037,0.891,0.913,0.071,3,Manhattan,0.096,2.655,0.0,0.0,0.0,0.0,Medium,0.03101405352916954,0.16974277458709455,0.050693114315518165,6.006353159601733,1.6094379124341003,12.025719150830918
71,03M415,wadleigh secondary school for the performing & visual arts,0.734,0.266,0.0,0.037,0.199,0.853,0.798,0.368,0.542,0.226,0.195,0.603,0.4,0.816,0.459,0.966,0.00685,0.937,0.478,2.23,3.3,2.88,3.2,2.52,2.94,0.74,0.76,0.18,10026.0,0.05,0.498,0.341,0.102,0.266,0.888,0.123,1.0,0.943,0.047,3,Manhattan,0.042,2.675,0.0,0.0,0.0,0.0,Medium,0.0,0.16126814759612232,0.026641930946421092,5.697093486505405,1.3083328196501787,11.139424032067456
72,03M417,frank mccourt high school,0.572,0.428,0.0,0.029,0.23,0.539,0.463,0.581,0.292,0.656,0.033,0.66,13.2,0.774,0.334,0.971,0.00744,0.967,0.728,3.56,4.09,3.37,3.51,3.26,3.33,0.92,1.0,0.5,10024.0,0.025,0.828,0.248,0.09,0.215,0.947,0.037,0.9735,0.5820000000000001,0.39,3,Manhattan,0.239,3.19,0.0,0.0,0.0,1.0,High,0.011928570865273812,0.05354076692802976,0.004987541511038968,6.045005314036012,1.252762968495368,12.025719150830918
73,03M479,beacon high school,0.64,0.36,0.0,0.005,0.208,0.453,0.377,0.651,0.188,0.554,0.016,0.688,0.1,0.872,0.191,0.961,0.00877,0.725,0.889,3.52,2.69,3.7,2.91,2.43,2.29,0.57,0.88,0.23,10036.0,0.033,0.6709999999999999,0.362,0.149,0.309,0.862,0.1159999999999999,0.986,0.423,0.518,3,Manhattan,0.718,3.705,0.0,0.0,1.0,1.0,High,0.0,0.03343477608623742,0.001998002662673058,7.284134806195205,1.8718021769015913,11.535547643006508
74,03M485,fiorello h. laguardia high school of music & art and performing arts,0.725,0.274,0.001,0.007,0.046,0.334,0.249,0.631,0.425,0.508,0.0,0.734,0.1,0.92,0.23,0.958,0.00857,0.991,0.79,4.27,3.17,3.5770989010989007,3.39,3.442935982339956,3.45,0.02,0.43,0.11,10023.0,0.008,0.8320000000000001,0.276,0.087,0.254,0.944,0.046,0.9915,0.294,0.653,3,Manhattan,0.675,3.82,0.0,0.0,0.0,1.0,High,0.002496880198587146,0.02176149178151271,0.005982071677547469,7.774435510302958,2.066862759472976,11.928136262531892
75,03M492,"high school for law, advocacy and community justice",0.667,0.331,0.002,0.093,0.177,0.845,0.782,0.484,0.231,0.483,0.007,0.546,2.1,0.839,0.657,0.925,0.00785,0.837,0.439,3.62,3.34,2.76,2.59,3.18,1.66,0.42,0.9,0.08,10023.0,0.008,0.8320000000000001,0.276,0.087,0.254,0.944,0.046,0.8654999999999999,0.893,0.096,3,Manhattan,0.056,2.675,0.0,0.0,0.0,0.0,Medium,0.046406372814155834,0.13714983814723364,0.06109509935981083,6.091309882077698,1.9315214116032138,11.928136262531892
76,03M494,high school of arts and technology,0.467,0.53,0.002,0.072,0.256,0.883,0.813,0.444,0.422,0.312,0.043,0.611,0.2,0.778,0.569,0.959,0.00664,0.917,0.313,1.88,1.92,2.85,1.95,3.55,2.84,0.44,0.8,0.66,10023.0,0.008,0.8320000000000001,0.276,0.087,0.254,0.944,0.046,0.8565,0.946,0.045,3,Manhattan,0.064,2.545,0.0,0.0,0.0,0.0,Low,0.10029772131536387,0.12221763272424911,0.05921185963184603,6.100318952020064,1.8082887711792657,11.928136262531892
77,03M541,manhattan / hunter science high school,0.592,0.408,0.0,0.006,0.181,0.639,0.55,0.481,0.739,0.555,0.303,0.918,10.1,0.704,0.139,0.96,0.00859,0.938,0.917,4.32,3.0,4.21,3.76,3.08,3.39,0.8,0.86,0.42,10023.0,0.008,0.8320000000000001,0.276,0.087,0.254,0.944,0.046,0.9865,0.523,0.46,3,Manhattan,0.867,3.675,0.0,0.0,0.0,1.0,High,0.0,0.04114194333117521,0.01291622526654623,6.1675164908883415,1.9315214116032138,11.928136262531892
78,03M610,young women's leadership school,1.0,0.0,0.0,0.029,0.218,0.832,0.75,0.486,0.419,0.549,0.0,0.679,5.1,0.743,0.423,0.95,0.0081,0.614,0.797,3.86,4.23,3.51,3.97,2.89,3.44,0.8,0.97,0.52,10025.0,0.046,0.6729999999999999,0.373,0.108,0.242,0.907,0.102,0.9875,0.861,0.129,3,Manhattan,0.177,3.195,1.0,0.0,0.0,0.0,High,0.0,0.06297479916138839,0.002995508979798371,5.733341276897745,0.9555114450274365,11.57980811149782
79,03M859,special music school,0.506,0.494,0.0,0.018,0.171,0.324,0.224,0.565,0.441,0.482,0.0,0.824,13.5,0.739,0.224,0.986,0.0085799999999999,1.0,0.862,4.97,4.55,4.43,4.45,4.2,3.97,0.84,0.81,0.6,10023.0,0.008,0.8320000000000001,0.276,0.087,0.254,0.944,0.046,1.0,0.312,0.571,3,Manhattan,0.667,3.865,0.0,0.0,0.0,1.0,High,0.0,0.005982071677547469,0.005982071677547469,5.14166355650266,1.6677068205580763,11.928136262531892
80,03M860,frederick douglass academy ii secondary school,0.458,0.542,0.0,0.131,0.303,0.912,0.857,0.316,0.295,0.574,0.0,0.685,13.2,0.579,0.32,0.971,0.00524,0.799,0.302,2.87,3.18,3.95,3.36,2.95,2.57,0.65,0.61,0.2,10026.0,0.05,0.498,0.341,0.102,0.266,0.888,0.123,0.901,0.933,0.06,3,Manhattan,0.03,2.365,0.0,0.0,0.0,0.0,Low,0.05306672093669223,0.18148787604537725,0.07325046173959274,5.529429087511423,0.6418538861723947,11.139424032067456
81,04M372,esperanza preparatory academy,0.441,0.559,0.0,0.374,0.246,0.0,0.833,0.179,0.164,0.283,0.0,0.383,7.2,0.679,0.332,0.962,0.0068299999999999,0.418,0.341,3.35,3.53,3.47,3.54,2.62,3.02,0.92,0.79,0.4,10029.0,0.142,0.332,0.516,0.156,0.257,0.7709999999999999,0.296,0.923,0.927,0.033,4,Manhattan,0.0,2.31,0.0,0.0,0.0,0.0,Low,0.07881118042428965,0.2295231582782488,0.04783732941416006,5.799092654460527,0.4054651081081644,10.481251939552509
82,04M435,manhattan center for science and mathematics,0.504,0.495,0.001,0.061,0.175,0.736,0.657,0.416,0.6,0.538,0.0,0.818,1.0,0.753,0.16,0.983,0.0084099999999999,0.968,0.696,4.94,4.93,4.49,4.86,3.18,4.52,0.75,0.98,0.79,10029.0,0.142,0.332,0.516,0.156,0.257,0.7709999999999999,0.296,0.9845,0.647,0.3399999999999999,4,Manhattan,0.654,3.415,0.0,0.0,0.0,1.0,High,0.007968169649176881,0.08801087732271339,0.018821754240587667,7.407924322559599,1.6094379124341003,10.481251939552509
83,04M495,park east high school,0.517,0.483,0.0,0.026,0.242,0.759,0.662,0.639,0.275,0.408,0.0,0.587,2.2,0.889,0.278,0.964,0.00782,0.928,0.674,4.02,4.29,4.11,3.93,3.89,3.95,0.85,0.95,0.47,10029.0,0.142,0.332,0.516,0.156,0.257,0.7709999999999999,0.296,1.0,0.862,0.13,4,Manhattan,0.268,3.12,1.0,0.0,1.0,0.0,High,0.010939940038334263,0.10074990310014315,0.03343477608623742,5.955837369464831,1.3862943611198906,10.481251939552509
84,04M555,central park east high school,0.592,0.404,0.004,0.02,0.217,0.755,0.684,0.676,0.565,0.455,0.083,0.793,0.2,0.853,0.079,0.966,0.00818,0.941,0.854,4.77,4.43,4.34,3.81,3.72,4.04,0.96,0.86,0.48,10029.0,0.142,0.332,0.516,0.156,0.257,0.7709999999999999,0.296,0.996,0.754,0.237,4,Manhattan,0.551,3.33,1.0,0.0,0.0,0.0,High,0.0,0.0962188577405429,0.015873349156290163,6.222576268071369,1.6677068205580763,10.481251939552509
