,Percent No High School (25+),Percent Bachelor's Degree or Higher (25+),Percent Language Other Than English at Home,Percent Population with Disabilities,Percent Foreign-Born Population,Percent Households with Broadband Internet,Median Household Income,Percent Households on SNAP/Food Stamps,zip code tabulation area
432,4.3,48.3,21.7,11.8,14.8,90.0,79267,16.1,01970
433,0.7,67.3,6.2,8.5,7.0,94.7,139250,3.9,01982
434,1.5,69.0,9.3,10.3,7.0,94.6,162734,5.1,01983
435,0.4,71.3,7.9,8.3,3.9,93.4,181982,3.9,01984
436,0.0,64.3,4.9,11.9,6.0,97.4,181125,1.4,01985
437,1.7,40.4,11.0,10.2,7.9,96.2,116152,9.3,02019
438,1.7,61.9,17.1,9.4,13.4,91.9,130134,8.3,02021
439,0.9,71.4,4.7,7.6,3.0,95.7,178013,3.6,02025
440,1.7,55.8,17.4,10.9,14.1,90.4,118877,6.9,02026
441,1.0,87.7,16.6,6.7,15.3,97.9,250001,0.5,02030
442,0.0,60.8,16.3,7.1,7.7,99.3,170174,4.8,02032
443,1.5,59.5,14.2,10.5,10.5,94.4,104350,6.3,02035
444,1.7,55.6,10.5,10.9,8.8,95.9,138062,5.4,02038
445,1.0,73.7,6.3,8.9,5.9,90.6,170326,2.5,02043
446,0.2,51.8,3.5,9.9,5.0,95.0,128022,5.2,02045
447,0.0,43.4,7.8,2.8,0.0,100.0,-666666666,0.0,02047
448,0.8,51.5,9.2,10.6,8.7,94.8,125506,8.8,02048
449,1.1,51.2,3.2,10.9,3.4,95.5,118633,5.1,02050
450,1.5,76.7,10.4,5.5,8.5,96.8,215099,5.8,02052
451,1.3,58.3,8.9,6.6,7.6,94.1,165614,3.9,02053
452,1.3,49.2,9.9,6.6,10.9,96.7,140816,4.7,02054
453,1.2,54.9,9.2,5.9,7.1,98.1,182716,1.2,02056
454,0.8,65.9,6.7,8.8,5.3,95.8,179777,2.9,02061
455,3.5,53.0,25.4,10.7,20.5,92.6,98653,6.6,02062
456,1.5,67.4,6.4,7.4,5.7,94.3,127255,4.6,02066
457,1.1,74.4,28.2,8.5,23.3,95.2,181545,4.4,02067
458,0.0,72.2,2.4,2.0,4.9,100.0,200496,0.0,02071
459,4.2,39.2,29.5,10.4,25.0,92.3,98145,9.2,02072
460,2.4,57.1,13.7,8.7,10.6,94.3,141599,4.9,02081
461,1.0,71.3,16.2,7.4,13.1,95.2,192887,1.8,02090
462,2.1,55.1,4.3,12.1,3.5,93.4,151833,4.8,02093
463,0.7,75.8,10.0,9.2,12.6,95.5,170379,3.1,02108
464,1.8,81.5,17.6,3.8,12.6,98.4,162179,3.6,02109
465,0.0,85.0,12.5,6.9,22.4,97.9,126157,7.8,02110
466,10.6,61.5,58.6,10.3,47.2,95.3,72321,19.6,02111
467,0.6,81.0,21.6,9.6,13.5,93.5,106625,3.9,02113
468,1.7,83.9,28.5,8.9,22.7,96.5,121418,8.2,02114
469,4.6,67.1,35.9,10.5,26.0,87.0,51454,16.2,02115
470,5.5,77.3,27.5,9.0,22.7,92.0,131648,12.4,02116
471,10.6,54.8,38.8,14.0,25.8,89.3,74155,21.3,02118
472,11.3,30.8,43.5,19.1,25.8,78.6,37158,38.6,02119
473,8.6,43.4,42.6,14.5,24.7,84.1,51698,27.4,02120
474,12.0,21.0,39.9,16.3,35.8,77.9,42411,43.8,02121
475,11.2,35.7,39.2,11.6,33.4,88.7,81025,17.9,02122
476,8.2,30.3,36.5,17.4,31.7,90.5,72189,31.8,02124
477,7.9,40.4,42.6,14.8,31.9,87.0,64983,26.5,02125
478,5.6,23.6,35.4,18.5,38.3,86.4,66689,31.4,02126
479,2.9,70.0,16.3,8.6,12.9,90.3,145357,10.3,02127
480,16.8,35.6,61.7,9.9,45.0,91.1,84023,15.3,02128
481,2.4,70.6,18.5,9.1,14.0,93.4,146815,12.7,02129
482,4.2,70.7,30.5,10.3,21.0,90.7,114933,12.2,02130
483,6.9,50.2,33.6,12.2,25.8,89.2,101566,17.7,02131
484,2.5,64.4,23.8,9.8,21.8,90.8,132457,8.9,02132
485,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,02133
486,3.4,76.2,37.5,8.8,31.8,93.1,80027,7.7,02134
487,3.5,71.0,35.8,10.6,28.9,90.5,87603,11.4,02135
488,5.9,32.9,41.6,13.2,31.3,88.6,91579,20.5,02136
489,0.8,86.7,30.7,6.1,25.7,90.6,118320,2.5,02138
490,3.5,76.4,35.3,7.5,29.0,93.8,117124,11.0,02139
491,2.7,79.6,32.3,7.5,30.2,94.5,137792,9.2,02140
492,4.8,71.2,42.0,7.5,35.6,90.8,103451,8.1,02141
493,0.0,90.7,45.9,4.0,45.5,99.5,150294,2.8,02142
494,2.6,73.5,22.8,7.3,21.7,93.2,118440,8.3,02143
495,1.9,75.1,19.0,7.8,16.3,92.8,133627,6.1,02144
496,8.1,53.7,40.9,10.0,32.1,93.3,113469,10.1,02145
497,7.1,43.6,50.0,10.3,41.2,91.2,90295,14.9,02148
498,10.9,23.6,61.6,11.8,45.0,92.0,77796,17.8,02149
499,21.9,21.6,71.0,13.9,47.0,82.7,70968,21.7,02150
500,10.5,24.6,57.6,13.0,43.9,87.4,78882,16.4,02151
501,2.2,43.7,29.1,12.8,18.7,89.5,98901,10.7,02152
502,3.4,56.0,29.3,8.4,23.4,92.3,115048,8.4,02155
503,0.0,95.7,41.9,3.1,36.6,53.2,67969,0.0,02163
504,5.2,46.2,36.4,12.7,31.4,92.8,86335,13.3,02169
505,7.5,44.3,40.0,8.9,34.2,92.5,97362,12.6,02170
506,7.3,51.3,41.6,9.8,36.9,92.3,101013,11.0,02171
507,2.4,61.3,20.1,10.1,15.4,93.0,126305,6.5,02176
508,1.3,51.5,19.4,10.0,14.1,92.7,112935,5.4,02180
509,3.6,46.1,25.4,10.5,19.4,93.4,120593,9.0,02184
510,2.0,67.6,19.1,7.0,15.8,95.6,170144,4.6,02186
511,3.4,38.8,15.5,11.3,13.5,86.8,100650,9.7,02188
512,4.6,38.8,15.8,9.0,14.0,89.5,87314,11.4,02189
513,1.1,44.1,16.7,8.6,15.5,91.2,95891,6.3,02190
514,3.0,42.0,12.0,12.2,14.0,92.2,106596,4.6,02191
515,1.5,90.5,33.0,8.3,28.3,95.1,111786,1.9,02199
516,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,02203
517,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,02205
518,0.0,93.1,19.8,1.5,22.1,99.2,179643,1.4,02210
519,0.5,83.7,38.4,6.2,25.5,92.8,64138,6.4,02215
520,11.2,21.5,48.4,12.7,33.7,85.2,70837,32.7,02301
521,9.0,19.1,41.5,13.0,29.5,88.7,80702,25.5,02302
522,4.0,31.4,16.8,12.1,12.1,88.5,125000,12.9,02322
523,1.1,41.9,9.7,9.6,6.6,93.3,110625,5.7,02324
524,0.0,67.6,5.8,10.0,4.5,100.0,22500,0.0,02325
525,1.4,25.5,6.2,14.9,3.9,90.5,69629,9.7,02330
526,0.3,71.5,3.8,9.1,3.1,97.1,148505,3.6,02332
527,2.5,30.7,6.0,10.7,3.4,93.3,122693,10.1,02333
528,0.8,35.7,5.4,13.0,2.0,89.6,110763,7.7,02338
529,1.4,57.8,4.5,8.1,3.4,93.2,163613,4.0,02339
530,1.5,37.6,9.8,10.5,7.2,90.5,117708,6.5,02341
531,4.1,31.0,13.6,13.2,13.4,88.3,96741,12.4,02343
532,2.5,28.4,6.0,12.4,4.6,91.1,89290,10.9,02346
533,1.2,38.2,4.6,12.7,4.0,94.6,119712,8.3,02347
534,11.3,15.0,0.0,8.5,0.0,100.0,82344,0.0,02350
535,1.8,40.8,11.6,7.2,9.8,90.4,120535,9.0,02351
536,0.8,57.2,9.9,14.4,7.6,91.9,116875,8.9,02356
537,0.0,100.0,12.3,9.2,5.7,-666666666.0,-666666666,-666666666.0,02357
538,1.1,45.2,4.1,8.5,2.9,92.1,140052,1.9,02359
539,1.6,44.6,7.0,11.5,6.1,93.8,107067,6.4,02360
540,0.8,48.8,6.5,11.7,4.0,86.7,111490,3.6,02364
541,8.6,3.8,19.0,-666666666.0,5.1,-666666666.0,-666666666,-666666666.0,02366
542,1.6,34.8,1.8,13.3,1.2,91.2,108958,9.7,02367
543,7.0,32.6,43.8,12.0,35.9,91.6,95207,20.3,02368
544,2.3,33.2,11.0,10.8,8.1,86.9,98295,11.7,02370
545,0.5,46.4,11.9,9.5,9.8,95.4,117695,5.3,02375
546,0.4,39.1,7.3,7.8,6.4,91.1,120414,5.8,02379
547,2.2,27.2,6.7,9.9,5.9,84.6,101088,6.8,02382
548,0.7,84.4,38.2,6.5,30.8,97.5,221458,1.8,02420
549,0.9,83.0,39.2,8.7,34.8,96.8,200294,3.9,02421
550,0.5,83.2,28.3,7.5,22.7,96.1,132970,5.2,02445
551,2.6,84.5,34.4,7.8,33.6,94.4,116644,8.1,02446
552,4.1,54.9,29.7,12.9,25.2,93.3,117932,5.5,02451
553,2.8,53.7,36.5,8.6,27.0,94.0,106674,6.2,02452
554,4.9,58.8,30.0,8.9,25.1,91.9,111294,6.1,02453
555,0.0,55.6,38.5,7.4,17.4,0.0,-666666666,0.0,02457
556,2.8,72.8,29.6,8.5,27.1,96.0,133936,6.6,02458
557,0.5,86.2,22.9,6.4,21.1,98.8,210785,3.1,02459
558,0.8,78.8,19.6,9.2,15.4,93.1,149000,4.9,02460
559,0.9,86.8,36.5,6.8,28.4,97.2,191711,3.4,02461
560,1.4,66.9,21.5,16.7,23.3,92.2,136375,22.5,02462
561,1.9,71.9,38.8,7.4,36.9,99.5,126346,3.0,02464
562,0.9,77.3,21.5,5.9,19.9,96.6,178333,3.1,02465
563,3.0,76.7,30.1,9.6,24.4,90.6,144934,9.5,02466
564,0.6,83.8,27.3,7.6,22.7,95.8,171250,0.9,02467
565,1.3,90.1,19.9,3.6,19.5,98.9,250001,0.0,02468
566,3.7,66.4,31.4,11.2,25.4,94.3,117584,5.0,02472
567,0.9,73.9,22.7,7.1,18.6,95.4,134169,4.9,02474
568,2.0,75.2,20.8,9.8,18.2,91.9,138959,5.4,02476
569,1.3,79.6,30.7,7.4,25.5,95.2,164720,3.7,02478
570,0.8,89.7,16.5,6.3,14.3,96.8,250001,2.0,02481
571,0.9,82.0,20.2,8.5,22.2,94.4,230625,2.8,02482
572,0.1,84.9,14.3,6.8,12.5,95.0,207844,2.1,02492
573,0.8,82.2,24.3,6.5,20.1,95.7,250001,2.4,02493
574,1.7,74.4,27.4,7.8,22.3,94.2,203690,3.2,02494
575,1.9,42.7,6.5,15.7,7.2,93.8,82782,11.6,02532
576,2.3,66.6,6.6,21.9,1.4,100.0,163053,6.5,02534
577,0.5,60.2,7.4,8.8,8.0,95.9,135750,1.0,02535
578,2.0,42.4,9.3,15.4,7.3,91.2,89132,10.3,02536
579,0.1,52.9,5.7,10.8,4.6,97.2,126763,7.0,02537
580,2.7,18.3,5.4,24.1,1.7,94.1,103198,10.3,02538
581,5.1,36.7,19.5,8.4,18.4,87.0,79127,7.6,02539
582,2.3,60.1,11.4,18.8,11.1,90.3,85117,11.7,02540
583,0.5,36.0,19.5,5.0,13.1,96.4,49250,5.0,02542
584,0.0,83.1,4.4,11.1,14.5,96.9,83629,3.3,02543
585,0.0,53.9,0.0,0.0,0.0,100.0,-666666666,0.0,02553
586,1.9,57.5,15.8,10.4,13.2,93.2,136887,2.9,02554
587,0.0,67.0,4.7,16.1,3.3,96.9,129787,4.3,02556
588,0.6,40.4,7.1,18.4,3.1,92.2,92022,0.0,02557
589,3.2,16.4,9.8,24.6,0.8,83.2,72586,15.3,02558
590,1.7,45.8,3.7,20.7,1.6,90.2,93116,6.1,02559
591,0.0,59.4,10.6,6.4,12.3,100.0,88060,0.0,02561
592,0.0,46.9,5.3,5.6,5.7,98.0,114770,2.4,02562
593,0.6,52.3,5.6,9.6,4.6,92.6,118550,3.9,02563
594,0.0,61.0,1.1,2.8,1.1,52.5,-666666666,0.0,02564
595,3.6,38.7,22.0,11.6,19.6,86.9,77078,9.3,02568
596,4.9,28.7,7.9,17.5,5.8,82.9,82591,16.5,02571
597,0.0,56.0,10.1,2.4,5.6,91.6,124622,0.0,02575
598,3.3,21.4,9.3,20.2,8.4,90.1,59978,27.2,02576
599,0.0,0.0,0.0,0.0,0.0,100.0,-666666666,0.0,02584
600,5.8,25.3,38.9,11.2,33.5,91.6,63432,18.7,02601
601,2.5,57.4,16.1,6.2,6.2,100.0,135735,1.7,02630
602,0.3,48.7,6.3,12.3,6.4,90.0,96133,5.5,02631
603,1.5,42.9,17.4,14.2,14.8,95.5,114936,5.9,02632
604,0.2,66.8,3.1,18.1,7.1,88.6,91974,8.8,02633
605,0.5,52.9,5.3,14.3,6.5,89.1,94844,2.3,02635
606,22.0,63.8,22.0,3.4,22.0,78.8,207878,0.0,02637
607,0.0,39.1,4.5,18.2,5.7,96.8,105639,5.0,02638
608,0.2,34.0,19.5,11.6,11.5,90.3,57679,9.5,02639
609,0.0,83.5,0.0,16.9,0.0,84.4,-666666666,0.0,02641
610,2.5,48.8,5.7,11.4,6.6,89.5,80167,2.4,02642
611,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,02643
612,0.5,36.1,1.1,13.8,2.2,100.0,119779,10.4,02644
613,0.4,41.7,7.9,10.6,5.2,93.6,84693,5.6,02645
614,0.0,64.9,2.4,20.4,2.6,93.2,70980,6.9,02646
615,0.0,80.0,0.0,12.6,0.0,100.0,-666666666,0.0,02647
616,0.0,39.4,5.9,8.8,5.4,97.4,130177,1.3,02648
617,0.8,41.8,4.5,11.7,5.4,94.0,90465,6.6,02649
618,0.5,50.5,0.9,15.6,0.9,95.8,61276,8.0,02650
619,0.0,45.2,0.0,7.2,0.0,100.0,-666666666,0.0,02652
620,0.1,62.6,4.9,14.3,5.1,96.8,89375,5.9,02653
621,1.7,55.0,15.0,16.9,15.6,96.5,95563,5.4,02655
622,1.7,61.7,10.1,20.8,10.1,83.1,91447,11.4,02657
623,0.0,58.5,1.2,11.8,2.2,97.6,72969,1.6,02659
624,2.0,40.1,3.4,22.2,5.6,90.8,85963,9.7,02660
625,0.0,85.1,0.0,6.1,0.0,94.2,-666666666,0.0,02663
626,1.5,36.2,16.0,16.1,14.6,90.9,76448,9.8,02664
627,5.8,67.3,0.2,17.0,0.3,80.2,89333,19.5,02666
628,0.0,56.3,13.9,10.3,5.3,93.8,97438,4.6,02667
629,0.4,52.0,1.4,6.9,1.9,97.6,108651,3.2,02668
630,0.0,55.8,3.2,15.6,2.8,89.5,81250,12.9,02670
631,2.5,53.3,3.5,14.8,6.0,85.9,97865,1.7,02671
632,0.0,100.0,0.0,0.0,0.0,100.0,-666666666,0.0,02672
633,3.0,32.3,21.7,15.0,19.9,91.7,69167,8.0,02673
634,0.8,53.0,5.1,17.7,3.8,92.7,104741,6.3,02675
635,1.5,40.5,4.3,9.1,4.3,95.0,121060,8.3,02702
636,4.3,32.3,14.1,12.9,10.6,88.3,91458,15.5,02703
637,9.4,40.6,6.3,15.6,0.0,83.3,73125,0.0,02713
638,2.9,33.1,9.8,9.5,6.5,87.6,114899,2.9,02715
639,2.1,35.1,4.5,10.2,7.2,94.4,134948,3.6,02717
640,6.5,24.8,19.3,11.8,13.8,89.6,98848,11.4,02718
641,4.4,29.6,9.6,15.2,5.2,88.2,86676,9.7,02719
642,10.1,20.8,32.1,21.5,18.6,86.0,60076,23.4,02720
643,15.4,13.3,40.4,20.5,23.3,77.9,51958,35.6,02721
644,15.8,11.3,40.2,20.6,22.9,76.0,43579,32.0,02723
645,14.9,13.8,43.0,19.1,26.0,76.8,46120,34.6,02724
646,5.4,26.4,20.8,8.2,2.8,97.6,129235,4.7,02725
647,2.6,34.8,8.3,13.9,6.1,88.4,103508,6.6,02726
648,1.4,47.3,6.5,10.7,5.8,92.4,111351,6.9,02738
649,1.9,54.4,4.2,11.3,4.3,93.7,110179,3.5,02739
650,11.5,18.0,34.7,16.5,17.6,82.1,51599,31.0,02740
651,3.7,25.6,13.0,12.8,7.9,91.1,88273,7.6,02743
652,16.6,12.9,41.7,13.1,22.9,78.7,52290,34.0,02744
653,9.4,19.4,33.1,12.2,17.3,87.0,70338,17.1,02745
654,20.2,9.4,52.6,14.4,30.3,80.7,39545,37.0,02746
655,7.2,31.1,20.4,12.5,12.7,89.5,94831,10.1,02747
656,8.6,42.7,19.9,12.3,10.8,90.8,105108,13.9,02748
657,1.9,44.4,10.7,11.8,8.3,94.2,104360,8.4,02760
658,1.3,43.9,12.2,16.1,13.6,90.7,99720,6.6,02762
659,0.0,71.0,0.0,9.9,0.0,80.4,106667,0.0,02763
660,1.3,32.5,6.7,13.2,3.3,97.3,119545,10.8,02764
661,2.9,43.1,8.0,13.1,5.8,91.2,112284,8.6,02766
662,3.9,39.7,13.5,12.0,11.9,89.1,110573,8.6,02767
663,1.4,44.2,9.2,10.0,4.5,94.9,124306,3.3,02769
664,1.0,48.5,3.8,7.2,5.0,92.9,114313,4.8,02770
665,2.8,43.2,11.3,11.3,7.4,90.8,108479,6.5,02771
666,3.9,34.2,12.4,12.5,9.7,86.4,110975,8.3,02777
667,1.9,38.3,3.5,6.0,5.0,94.3,140000,3.9,02779
668,7.5,22.5,22.2,15.9,14.9,84.7,68948,24.4,02780
669,5.4,30.4,16.2,14.3,10.5,88.5,90691,9.6,02790
670,0.0,84.9,12.5,11.6,0.0,79.8,99490,0.0,02791
671,0.0,39.1,14.2,24.9,7.8,85.3,113056,14.7,02802
672,0.0,22.1,0.4,15.8,0.0,95.5,101211,2.9,02804
673,0.8,73.3,9.1,6.8,8.3,94.6,145028,5.9,02806
674,1.1,53.9,0.0,17.4,3.7,86.7,66652,1.6,02807
675,1.6,30.0,0.0,11.6,0.6,89.1,78214,18.0,02808
676,2.6,45.4,13.5,11.3,10.6,90.5,91382,4.6,02809
677,0.0,42.4,0.0,11.0,0.0,95.7,107188,5.6,02812
678,1.4,41.5,2.1,9.7,3.1,94.7,103182,4.4,02813
679,0.3,33.3,1.4,12.8,1.1,89.7,103605,6.2,02814
680,0.0,35.3,17.2,15.7,7.5,100.0,201500,0.0,02815
681,1.9,31.4,5.5,15.2,2.7,93.7,94026,9.3,02816
682,2.4,35.4,7.4,10.9,9.1,97.6,119137,10.1,02817
683,0.8,61.4,10.0,11.1,10.7,94.6,120219,5.1,02818
684,1.7,47.5,3.2,12.5,2.6,96.9,103289,7.7,02822
685,0.0,0.0,0.0,0.0,0.0,100.0,-666666666,0.0,02823
686,0.0,47.1,0.0,27.5,0.0,69.2,-666666666,19.7,02824
687,2.4,35.5,6.3,8.3,3.5,93.2,107653,9.1,02825
688,5.5,13.7,6.6,4.0,0.0,100.0,73491,0.0,02826
689,4.0,30.4,4.0,20.3,4.2,88.1,96401,8.1,02827
690,1.5,42.2,4.9,20.8,2.9,90.9,92340,3.8,02828
691,0.0,0.0,0.0,0.0,0.0,100.0,-666666666,0.0,02829
692,4.9,31.9,9.3,15.4,5.2,88.8,118790,7.5,02830
693,0.3,33.8,4.1,6.4,1.8,93.3,129122,3.5,02831
694,0.8,35.8,3.9,13.7,3.0,97.0,102643,8.2,02832
695,3.5,13.1,2.3,17.6,7.8,94.4,-666666666,19.2,02833
696,0.8,68.3,3.5,9.1,2.1,99.0,131875,5.4,02835
697,0.0,0.0,0.0,12.6,0.0,100.0,25658,40.0,02836
698,0.9,62.8,1.9,9.4,2.5,98.1,136389,3.8,02837
699,2.0,45.4,16.6,14.8,4.0,90.8,72278,12.0,02838
700,0.0,32.9,6.0,10.4,3.3,97.1,95154,5.9,02839
701,2.4,51.5,10.0,13.3,7.1,89.5,81307,13.6,02840
702,1.0,62.7,17.2,0.0,9.8,100.0,-666666666,0.0,02841
703,3.4,47.9,13.1,12.2,9.2,90.6,97555,9.2,02842
704,1.0,46.4,6.6,9.9,6.2,93.6,103764,8.4,02852
705,1.8,39.6,4.4,14.0,3.6,94.3,106250,4.0,02857
706,0.0,33.9,0.0,5.9,0.0,100.0,89960,0.0,02858
707,1.7,22.5,12.9,18.0,8.7,94.3,114726,9.6,02859
708,10.9,23.9,44.6,15.7,29.3,84.2,54462,26.3,02860
709,5.9,18.7,28.4,12.6,16.0,90.1,78977,10.9,02861
710,22.5,9.1,69.9,15.1,39.4,82.1,43092,32.7,02863
711,4.4,40.7,17.0,11.5,10.5,88.6,109746,8.3,02864
712,3.1,48.5,15.6,12.6,10.4,88.2,110639,5.3,02865
713,1.3,59.6,8.0,10.7,6.4,94.9,107360,5.1,02871
714,0.0,0.0,0.0,24.5,0.0,44.0,-666666666,0.0,02872
715,0.0,78.4,0.0,0.0,0.0,100.0,42266,0.0,02873
716,1.2,62.8,5.1,8.7,2.6,96.9,136473,0.3,02874
717,0.0,55.1,0.0,0.0,0.0,100.0,87076,0.0,02875
718,0.0,27.1,6.4,24.9,4.4,95.5,-666666666,16.0,02876
719,2.3,41.0,8.2,11.2,6.8,90.5,92444,7.1,02878
720,0.8,58.4,5.6,11.7,4.3,92.0,112409,6.5,02879
721,0.9,79.5,12.8,7.6,9.9,90.9,62829,0.4,02881
722,1.5,59.9,3.4,8.9,3.3,92.0,90507,2.9,02882
723,4.2,33.3,15.6,14.3,11.1,86.6,81575,7.2,02885
724,2.0,34.8,10.3,15.6,7.6,88.7,81788,14.7,02886
725,1.9,32.4,9.2,15.7,6.1,87.0,81505,10.4,02888
726,3.6,25.3,7.7,16.2,5.8,91.2,81226,12.4,02889
727,2.1,40.3,7.4,11.1,5.8,91.5,89243,5.8,02891
728,0.6,50.1,7.4,6.3,2.5,97.2,130875,0.0,02892
729,3.6,25.2,13.0,14.5,8.1,87.5,71851,18.2,02893
730,0.0,23.2,2.0,7.7,0.0,71.7,79130,0.0,02894
731,7.1,18.9,31.2,21.3,14.6,86.4,54483,28.0,02895
732,3.2,29.5,6.0,15.4,4.0,91.5,100669,3.6,02896
733,0.7,44.8,3.5,18.9,7.5,98.1,111167,1.6,02898
734,7.0,52.3,30.9,18.7,20.0,80.1,57850,23.9,02903
735,4.8,31.2,32.3,17.4,17.7,81.9,61853,21.3,02904
736,11.7,26.6,47.7,12.6,31.8,79.5,53668,28.2,02905
737,1.3,79.5,20.6,8.6,18.3,93.6,98563,3.6,02906
738,13.8,18.6,73.0,15.4,50.4,84.1,46010,41.1,02907
739,7.1,30.6,46.4,16.6,30.6,88.7,68268,30.7,02908
740,12.4,22.4,53.7,12.1,32.5,87.4,58085,31.2,02909
741,5.1,27.9,28.0,10.6,16.1,94.0,86709,11.1,02910
742,3.4,32.7,20.6,12.4,10.3,90.8,78115,14.0,02911
743,0.0,81.3,26.5,5.6,11.8,100.0,-666666666,0.0,02912
744,9.4,24.9,34.5,15.8,23.1,81.4,60343,16.7,02914
745,3.3,33.2,13.1,13.6,7.4,91.2,82546,10.5,02915
746,4.3,41.6,13.1,14.2,9.3,88.1,92602,6.0,02916
747,2.9,35.4,11.1,10.0,5.2,88.6,94531,10.7,02917
748,0.0,49.4,15.8,6.7,5.1,100.0,-666666666,0.0,02918
749,3.1,27.2,19.8,14.2,10.2,90.7,83408,15.9,02919
750,6.2,29.9,26.2,13.0,15.9,84.9,70076,13.4,02920
751,0.9,48.0,18.2,11.9,13.7,93.5,123066,6.3,02921
752,0.0,63.7,4.9,8.0,4.9,97.3,152796,1.2,03031
753,0.7,49.4,2.4,8.8,1.0,98.3,138750,3.9,03032
754,0.0,63.5,4.2,3.6,2.9,99.1,163628,0.4,03033
755,0.7,30.0,3.9,11.2,1.7,95.1,117500,3.2,03034
756,0.3,43.9,5.8,8.1,3.4,94.3,135326,1.0,03036
757,0.0,39.1,2.1,12.4,3.6,94.5,118606,1.0,03037
758,1.1,32.3,7.6,13.1,4.8,93.9,94655,6.9,03038
759,4.4,30.0,3.2,12.1,1.5,94.3,96558,4.5,03042
760,0.0,50.3,2.8,7.6,4.4,80.6,104500,2.0,03043
761,2.6,32.6,2.6,6.6,3.1,94.1,121583,3.7,03044
762,2.4,38.2,5.5,11.0,3.3,92.8,109452,3.0,03045
763,1.1,41.6,2.2,8.3,3.1,94.0,138036,2.5,03046
764,2.3,29.7,3.1,14.7,2.6,85.5,99583,4.4,03047
765,2.1,22.2,8.6,15.2,1.7,88.3,86914,10.0,03048
766,0.4,55.0,5.1,7.7,5.6,95.9,155339,0.6,03049
767,0.9,37.0,8.6,10.2,5.8,94.9,125216,2.7,03051
768,2.6,44.6,6.0,9.2,4.0,96.2,134000,1.5,03052
769,1.2,48.8,5.4,11.9,3.9,94.1,129571,2.7,03053
770,1.1,47.8,7.3,8.8,6.5,94.9,120730,2.0,03054
771,2.3,33.2,9.2,11.1,6.8,94.3,84912,4.5,03055
772,2.9,49.6,8.3,8.2,7.2,100.0,156389,4.4,03057
773,4.0,29.0,26.0,14.6,17.5,90.4,69452,14.5,03060
774,1.6,50.1,20.7,11.4,18.2,92.4,101433,2.2,03062
775,1.8,46.6,20.2,9.4,12.8,95.3,103466,4.0,03063
776,3.6,37.7,17.5,16.8,10.7,89.2,83780,8.2,03064
777,1.6,42.7,0.8,8.1,0.3,95.7,137813,0.0,03070
778,1.0,31.0,1.9,8.5,4.8,90.8,91824,1.2,03071
779,0.9,38.9,6.0,10.1,4.2,91.6,121875,2.6,03076
780,0.9,22.7,5.6,10.9,3.2,95.3,91520,5.1,03077
781,2.0,38.2,11.5,10.4,9.7,93.5,101856,2.1,03079
782,0.7,38.8,3.3,11.0,2.9,93.0,114107,1.0,03082
783,4.0,35.7,6.5,19.2,4.0,91.1,93194,3.7,03084
784,3.4,35.1,4.5,14.7,2.2,83.2,89113,2.8,03086
785,0.4,63.5,8.1,5.7,7.7,97.0,171563,0.3,03087
786,2.8,48.6,24.8,13.4,21.9,84.2,74146,22.6,03101
787,3.6,28.9,17.0,15.1,12.9,89.7,66064,11.0,03102
788,9.0,23.7,31.3,13.6,21.3,89.3,68344,13.1,03103
789,3.1,42.5,16.3,12.5,11.1,89.6,80018,9.4,03104
790,2.7,38.8,8.2,10.5,5.4,93.6,100711,6.6,03106
791,3.0,30.0,12.4,11.0,6.3,92.6,94818,6.4,03109
792,0.5,63.0,11.5,9.0,8.9,95.0,151850,2.2,03110
793,0.0,68.6,0.0,10.9,9.3,91.5,89276,0.0,03215
794,5.9,36.0,1.3,11.1,5.0,95.3,85909,2.9,03216
795,0.5,26.2,2.3,19.3,4.2,87.8,53367,12.2,03217
796,0.0,14.0,2.0,17.4,0.6,93.7,88188,5.7,03218
797,3.5,21.0,2.4,14.9,2.2,85.9,72642,8.7,03220
798,0.0,39.3,1.4,8.4,2.9,88.3,95104,2.3,03221
799,4.1,27.1,4.1,15.5,3.0,88.3,76497,8.3,03222
800,2.8,36.8,4.9,6.1,2.7,85.3,107500,1.1,03223
801,2.8,49.4,4.1,10.8,4.0,96.1,114167,2.8,03224
802,0.0,31.4,1.9,10.4,3.0,93.5,91111,2.7,03225
803,0.0,44.0,0.4,20.6,2.4,78.6,100192,3.6,03226
804,0.7,63.0,0.6,10.5,4.7,96.1,136371,0.3,03227
805,0.0,50.6,2.0,9.8,2.5,88.1,115682,2.8,03229
806,0.7,15.0,4.4,15.0,0.9,75.1,62500,6.7,03230
807,0.0,24.5,0.0,10.9,0.0,100.0,135625,0.0,03231
808,0.0,81.0,0.0,8.1,0.0,100.0,125968,0.0,03233
809,3.5,38.8,3.3,13.5,2.7,92.5,90805,4.8,03234
810,2.8,20.1,5.9,20.7,5.1,82.0,66997,9.8,03235
811,0.0,36.8,1.8,9.7,3.6,94.0,98542,0.9,03237
812,0.0,11.6,0.0,44.4,0.0,23.3,44398,7.0,03238
